::1 - - [02/Feb/2021:10:35:20 +0000] "GET /api/v1/proyecto8/articulos HTTP/1.1" 200 652 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:35:37 +0000] "GET /api/v1/proyecto8/articulos/2 HTTP/1.1" 200 212 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:35:44 +0000] "GET /api/v1/proyecto8/articulos/1 HTTP/1.1" 400 34 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:35:50 +0000] "GET /api/v1/proyecto8/articulos/3 HTTP/1.1" 200 218 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:35:56 +0000] "GET /api/v1/proyecto8/articulos/2 HTTP/1.1" 200 212 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:38:07 +0000] "PUT /api/v1/proyecto8/articulos/2 HTTP/1.1" 400 33 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:38:59 +0000] "PUT /api/v1/proyecto8/articulos/2 HTTP/1.1" 400 33 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:39:33 +0000] "POST /api/v1/proyecto8/usuarios/login HTTP/1.1" 200 267 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:39:37 +0000] "PUT /api/v1/proyecto8/articulos/2 HTTP/1.1" 400 33 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:39:55 +0000] "PUT /api/v1/proyecto8/articulos/2 HTTP/1.1" 400 33 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:40:07 +0000] "PUT /api/v1/proyecto8/articulos/2 HTTP/1.1" 400 33 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:40:49 +0000] "PUT /api/v1/proyecto8/articulos/2 HTTP/1.1" 500 50 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:41:08 +0000] "PUT /api/v1/proyecto8/articulos/2 HTTP/1.1" 500 50 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:41:17 +0000] "PUT /api/v1/proyecto8/articulos/2 HTTP/1.1" 500 50 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:41:26 +0000] "PUT /api/v1/proyecto8/articulos/2 HTTP/1.1" 500 50 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:41:34 +0000] "PUT /api/v1/proyecto8/articulos/2 HTTP/1.1" 500 50 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:42:10 +0000] "PUT /api/v1/proyecto8/articulos/2 HTTP/1.1" 400 58 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:42:32 +0000] "PUT /api/v1/proyecto8/articulos/4 HTTP/1.1" 200 128 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:42:42 +0000] "PUT /api/v1/proyecto8/articulos/7 HTTP/1.1" 400 35 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:47:01 +0000] "PUT /api/v1/proyecto8/articulos/4 HTTP/1.1" 200 128 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:47:40 +0000] "DELETE /api/v1/proyecto8/articulos/1 HTTP/1.1" 401 34 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:48:06 +0000] "DELETE /api/v1/proyecto8/articulos/1 HTTP/1.1" 500 38 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:48:30 +0000] "DELETE /api/v1/proyecto8/articulos/1 HTTP/1.1" 500 58 "-" "PostmanRuntime/7.26.8"
